"","target_id","ext_gene","2dpi-0dpi","4dpi-0dpi","7dpi-0dpi","12dpi-0dpi"
"32413","ENSDART00000020253","slc4a1a",0,0,0,0
"32414","ENSDART00000163645","CU302323.1",0,0,0,0
"32415","ENSDART00000101859","zgc:154058",0,0,0,0
"32416","ENSDART00000130080","asap3",0,0,0,0
"32417","ENSDART00000016135","nfe2l3",0,1,1,0
"32418","ENSDART00000151617","pnpla7a",0,0,0,0
"32419","ENSDART00000018230","ap4b1",0,0,0,0
"32420","ENSDART00000167752","zgc:66014",0,0,0,0
"32421","ENSDART00000154038","syt7a",0,0,0,0
"32422","ENSDART00000092984","creb3l2",0,0,0,0
"32423","ENSDART00000110991","gatsl3",0,0,0,0
"32424","ENSDART00000135379","cd4-2.2",0,0,0,0
"32425","ENSDART00000041146","nrbp2a",0,0,0,0
"32426","ENSDART00000165240","glyr1",0,0,0,0
"32427","ENSDART00000143458","ywhaba",0,0,0,0
"32428","ENSDART00000173341","sos1",0,0,0,0
"32429","ENSDART00000158986","plekhg2",0,0,0,0
"32430","ENSDART00000143840","gstk1",0,0,0,-1
"32431","ENSDART00000162936",NA,0,0,0,0
"32432","ENSDART00000137520","znf1157",0,0,0,0
"32433","ENSDART00000134561","mtnr1aa",0,0,0,0
"32434","ENSDART00000152143","peli1a",0,0,0,0
"32435","ENSDART00000056277","gigfy2",0,0,0,0
"32436","ENSDART00000130083","lsm8",0,0,0,0
"32437","ENSDART00000162632","si:dkey-211i20.2",0,0,0,0
"32438","ENSDART00000155883","ms4a17a.10",0,0,0,0
"32439","ENSDART00000134781","BX546499.1",0,0,0,0
"32440","ENSDART00000036235","iscub",0,0,0,0
"32441","ENSDART00000132634","BX005445.1",0,0,0,0
"32442","ENSDART00000111682","evi5b",0,0,0,0
"32443","ENSDART00000167238","U3",0,0,0,0
"32444","ENSDART00000141274","CR545476.1",0,0,0,0
"32445","ENSDART00000145124","dact3a",0,0,1,0
"32446","ENSDART00000125951","si:dkey-33g10.1",0,0,0,0
"32447","ENSDART00000173211","tmc8",0,0,0,0
"32448","ENSDART00000114637","ace",0,0,0,0
"32449","ENSDART00000135001","si:dkeyp-77c8.3",0,0,0,0
"32450","ENSDART00000173375","arap3",0,0,0,0
"32451","ENSDART00000002930","phf20l1",0,0,0,0
"32452","ENSDART00000145294","FEZ2 (1 of many)",0,0,-1,0
"32453","ENSDART00000029763","sap30l",0,0,0,0
"32454","ENSDART00000149050","tulp1a",0,0,0,0
"32455","ENSDART00000056570","phf20b",0,0,0,0
"32456","ENSDART00000113598","arhgef19",0,0,0,0
"32457","ENSDART00000133324","dcaf11",0,0,0,0
"32458","ENSDART00000067321",NA,0,0,0,0
"32459","ENSDART00000145416","tmem231",0,0,0,0
"32460","ENSDART00000163720","rapgef1b",0,0,0,0
"32461","ENSDART00000141439","polr2eb",0,0,0,0
"32462","ENSDART00000040645","rhoaa",0,0,0,0
"32463","ENSDART00000148436","gna14",0,0,0,0
"32464","ENSDART00000133072","med6",0,0,0,0
"32465","ENSDART00000157167","pwwp2a",0,0,0,0
"32466","ENSDART00000151335","cdkn2aipnl",0,0,0,0
"32467","ENSDART00000098622","lrch4",0,0,0,0
"32468","ENSDART00000113979","ZNF189 (1 of many)",0,0,0,0
"32469","ENSDART00000062303","foxd5",0,0,0,0
"32470","ENSDART00000039913","hspbap1",0,0,0,0
"32471","ENSDART00000162150","lsg1",0,0,0,0
"32472","ENSDART00000171033","si:ch211-128m15.3",0,0,0,0
"32473","ENSDART00000169156","rabep2",0,0,0,0
"32474","ENSDART00000171367","CR361561.1",0,0,0,0
"32475","ENSDART00000048498","CABZ01049925.1",0,0,0,0
"32476","ENSDART00000038228","ap1s3b",0,0,0,0
"32477","ENSDART00000172723","CR790382.2",0,0,0,0
"32478","ENSDART00000051471","nelfb",0,0,0,0
"32479","ENSDART00000162014","si:ch211-232h12.2",0,0,0,0
"32480","ENSDART00000142610","prkcg",0,0,0,0
"32481","ENSDART00000141367","si:ch211-238n5.4",0,0,1,1
"32482","ENSDART00000049437","cdc42bpb",0,0,1,0
"32483","ENSDART00000138369","cdca4",0,0,0,0
"32484","ENSDART00000104592","pm20d1.2",0,0,-1,-1
"32485","ENSDART00000152251","CU986306.1",0,0,0,0
"32486","ENSDART00000157975","si:dkey-190j3.4",0,0,0,0
"32487","ENSDART00000153698","BX548073.3",0,0,0,0
"32488","ENSDART00000009081","mob3a",0,0,0,0
"32489","ENSDART00000074116","rab33ba",0,0,0,0
"32490","ENSDART00000115077","zgc:174573",0,0,0,0
"32491","ENSDART00000099793","sostdc1a",0,0,0,0
"32492","ENSDART00000119075","7SK",0,0,0,0
"32493","ENSDART00000102536","st8sia5",0,0,0,0
"32494","ENSDART00000105677","zgc:154125",0,0,0,0
"32495","ENSDART00000170776","cry2",0,0,0,0
"32496","ENSDART00000167229","pkma",0,0,0,0
"32497","ENSDART00000063719","rpp21",0,0,0,0
"32498","ENSDART00000152547","AL928835.1",0,0,0,0
"32499","ENSDART00000122670","ufsp2",0,0,0,0
"32500","ENSDART00000133222","espnlb",0,0,0,0
"32501","ENSDART00000090496","mapk8ip3",0,0,0,0
"32502","ENSDART00000139384","cdc27",0,0,0,0
"32503","ENSDART00000103457","mybpc2a",0,0,0,0
"32504","ENSDART00000055129","polr3k",0,0,0,0
"32505","ENSDART00000124258",NA,0,0,0,0
"32506","ENSDART00000143827","kptn",0,0,0,0
"32507","ENSDART00000165719","fbxw5",0,0,0,0
"32508","ENSDART00000122413","mcama",0,0,0,0
"32509","ENSDART00000134367","si:dkey-10h3.2",0,0,0,0
"32510","ENSDART00000173072","AKAP13 (1 of many)",0,0,-1,0
"32511","ENSDART00000015040","hrasb",0,1,1,1
"32512","ENSDART00000021317","ctr9",0,0,0,0
"32513","ENSDART00000040362","mapk14a",0,0,0,0
"32514","ENSDART00000138810","gkap1",0,0,0,0
"32515","ENSDART00000140753","si:rp71-45g20.4",0,0,0,0
"32516","ENSDART00000144954","ap1s2",0,0,0,0
"32517","ENSDART00000118402",NA,0,0,0,0
"32518","ENSDART00000164529",NA,0,0,0,0
"32519","ENSDART00000089021","canx",0,0,0,0
"32520","ENSDART00000168539","CTBP1",0,0,0,0
"32521","ENSDART00000172802","matr3l1.1",0,0,0,0
"32522","ENSDART00000018651","g3bp1",0,0,0,0
"32523","ENSDART00000172778","yif1a",0,0,0,0
"32524","ENSDART00000155617","AL954387.1",0,0,0,0
"32525","ENSDART00000154113","ftr89",0,0,0,0
"32526","ENSDART00000171220","CU571310.1",0,0,0,0
"32527","ENSDART00000075159","zgc:113377",0,0,0,0
"32528","ENSDART00000146898","TMEM189",0,0,0,0
"32529","ENSDART00000093368","syngap1a",0,0,0,0
"32530","ENSDART00000057700","naa20",0,0,0,0
"32531","ENSDART00000097729","riox1",0,0,0,0
"32532","ENSDART00000122344","mettl27",0,0,0,0
"32533","ENSDART00000151512","aff4",0,0,0,0
"32534","ENSDART00000133356","rnf146",0,0,0,0
"32535","ENSDART00000167399","si:ch211-286k11.4",0,0,0,0
"32536","ENSDART00000166089","si:ch211-8c17.3",0,0,0,0
"32537","ENSDART00000160869","fbxl3a",0,0,0,0
"32538","ENSDART00000166189","si:dkey-16b10.1",0,0,0,0
"32539","ENSDART00000113899","zgc:193801",0,0,0,0
"32540","ENSDART00000137820","si:ch211-163l21.8",0,0,0,0
"32541","ENSDART00000032880","rpa1",0,0,0,0
"32542","ENSDART00000149747","srrm1",0,0,0,0
"32543","ENSDART00000026879","unm_sa911",0,0,0,0
"32544","ENSDART00000013768","eif4e3",0,0,0,0
"32545","ENSDART00000154419","nhsl1a",0,0,0,0
"32546","ENSDART00000141262","CR749748.1",0,0,0,0
"32547","ENSDART00000061932","atrx",0,0,0,0
"32548","ENSDART00000138235","gtf2e2",0,0,0,0
"32549","ENSDART00000139325","dnaja3a",0,0,0,0
"32550","ENSDART00000156305","trim107",0,0,0,0
"32551","ENSDART00000073734","fam96b",0,0,0,0
"32552","ENSDART00000164661","apbb2b",0,0,0,0
"32553","ENSDART00000142378","CU469531.2",0,0,0,0
"32554","ENSDART00000010944","dctn5",0,0,0,0
"32555","ENSDART00000150445","si:dkey-247i3.1",0,0,0,0
"32556","ENSDART00000140176","znf1128",0,0,0,0
"32557","ENSDART00000123210","med22",0,0,0,0
"32558","ENSDART00000013743","gorasp2",0,0,0,0
"32559","ENSDART00000150904","CU570787.1",0,0,0,0
"32560","ENSDART00000029871","zgc:109913",0,0,0,0
"32561","ENSDART00000135296","ncoa5",0,0,0,0
"32562","ENSDART00000162962","elp4",0,0,0,0
"32563","ENSDART00000048921","rgp1",0,0,0,0
"32564","ENSDART00000130227","crispld2",0,0,0,0
"32565","ENSDART00000063587","st6galnac5b",0,0,0,0
"32566","ENSDART00000139224","zgc:174931",0,0,0,0
"32567","ENSDART00000141349","gpat2",0,0,0,0
"32568","ENSDART00000010311","ndufa10",0,0,0,0
"32569","ENSDART00000135596","BX323457.3",0,0,0,0
"32570","ENSDART00000162661","gpc6b",0,0,0,0
"32571","ENSDART00000108670","supt20",0,0,0,0
"32572","ENSDART00000030103","krt94",0,0,0,0
"32573","ENSDART00000172220","si:ch211-1a19.3",0,0,0,0
"32574","ENSDART00000065851","aadacl4",0,0,0,0
"32575","ENSDART00000078724","atpaf2",0,0,0,0
"32576","ENSDART00000024935","gsk3ab",0,0,0,0
"32577","ENSDART00000142916","si:ch211-208k15.1",0,0,0,0
"32578","ENSDART00000154669","si:ch211-269k10.2",0,0,0,0
"32579","ENSDART00000104219","rcor1",0,0,0,0
"32580","ENSDART00000112088","EML5",0,0,0,0
"32581","ENSDART00000010998","slc12a3",0,0,0,0
"32582","ENSDART00000033762","nlrc5",0,0,0,0
"32583","ENSDART00000036373","cfap206",0,0,-1,0
"32584","ENSDART00000164754","BX547930.4",0,0,0,0
"32585","ENSDART00000160269","AL627305.3",0,0,0,0
"32586","ENSDART00000168946","si:ch211-241b2.4",0,0,0,0
"32587","ENSDART00000013933","si:dkey-42i9.4",0,0,0,0
"32588","ENSDART00000005720","stat1a",0,0,1,0
"32589","ENSDART00000143420","BX927275.2",0,0,0,0
"32590","ENSDART00000142737","mul1b",0,0,0,0
"32591","ENSDART00000092975","vps41",0,0,0,0
"32592","ENSDART00000164316","cebp1",0,0,0,0
"32593","ENSDART00000102287","samd12",0,0,0,0
"32594","ENSDART00000149250","phkb",0,0,0,0
"32595","ENSDART00000160570","si:ch211-247n2.1",0,0,0,0
"32596","ENSDART00000139255","bc2",0,0,0,0
"32597","ENSDART00000136974","si:dkeyp-51f12.3",0,0,0,0
"32598","ENSDART00000097455","fam167aa",0,0,0,0
"32599","ENSDART00000133755","srsf1a",0,0,0,0
"32600","ENSDART00000156512","si:ch211-129o18.4",0,0,0,0
"32601","ENSDART00000170199","atxn7l3",0,0,0,0
"32602","ENSDART00000128514","egfra",0,0,0,0
"32603","ENSDART00000125139","acin1a",0,0,0,0
"32604","ENSDART00000172479","si:dkey-248e17.5",0,0,0,0
"32605","ENSDART00000169664","si:rp71-7l19.2",0,0,0,0
"32606","ENSDART00000104841","pcnt",0,0,0,0
"32607","ENSDART00000172798","ankrd52b",0,0,0,0
"32608","ENSDART00000136626","si:dkey-287h13.1",0,0,0,0
"32609","ENSDART00000134617","adssl",0,0,0,0
"32610","ENSDART00000019183","ugt5a1",0,0,0,0
"32611","ENSDART00000146554","tmem79a",0,0,0,0
"32612","ENSDART00000123019","nubp2",0,0,0,0
"32613","ENSDART00000139539","si:rp71-7l19.2",0,0,0,0
"32614","ENSDART00000138930","uqcrc1",0,0,0,0
"32615","ENSDART00000023531","hey2",0,0,0,0
"32616","ENSDART00000056657","zgc:113531",0,0,0,0
"32617","ENSDART00000161606","bzw1b",0,0,0,0
"32618","ENSDART00000161338","camk1b",0,0,0,0
"32619","ENSDART00000173051","micu3b",0,0,0,0
"32620","ENSDART00000157772","foxj1a",0,0,0,0
"32621","ENSDART00000140225","b4galnt2.1",0,0,0,0
"32622","ENSDART00000082776","camsap1b",0,0,0,0
"32623","ENSDART00000131565","CR376741.1",0,0,0,0
"32624","ENSDART00000169132","slc1a2b",0,0,0,0
"32625","ENSDART00000099727","gbp4",0,0,0,0
"32626","ENSDART00000122184","vps53",0,0,0,0
"32627","ENSDART00000133543","lmo7b",0,0,0,0
"32628","ENSDART00000171156","akap8l",0,0,0,0
"32629","ENSDART00000144187","fgf12a",0,0,0,0
"32630","ENSDART00000084958","samd7",0,0,0,0
"32631","ENSDART00000129539","cspp1b",0,0,0,0
"32632","ENSDART00000158226","si:ch211-155m12.1",0,0,0,0
"32633","ENSDART00000065488","tex261",0,0,0,0
"32634","ENSDART00000112543","phkb",0,0,0,0
"32635","ENSDART00000146056","nkx3-1",0,0,0,0
"32636","ENSDART00000163722","tpm2",0,0,0,0
"32637","ENSDART00000169817","pax7a",0,0,0,0
"32638","ENSDART00000125552","adprh",0,0,0,0
"32639","ENSDART00000167646","si:dkey-263j23.1",0,0,0,0
"32640","ENSDART00000054867","aup1",0,0,-1,0
"32641","ENSDART00000138084","rbmx",0,0,0,0
"32642","ENSDART00000155619","tfdp2",0,0,0,0
"32643","ENSDART00000155154","eml2",0,0,0,0
"32644","ENSDART00000164205","hdac1",0,0,0,0
"32645","ENSDART00000152373","scara5",0,0,0,0
"32646","ENSDART00000133435","CEP170B (1 of many)",0,0,0,0
"32647","ENSDART00000137766","eif5",0,0,0,0
"32648","ENSDART00000066072","rnf8",0,0,0,0
"32649","ENSDART00000100166","serpinf1",0,0,0,0
"32650","ENSDART00000160884","ora4",0,0,0,0
"32651","ENSDART00000160312","hspb7",0,0,0,0
"32652","ENSDART00000078796","kansl2",0,0,0,0
"32653","ENSDART00000139156","slc37a4b",0,0,0,0
"32654","ENSDART00000147705","omga",0,0,0,0
"32655","ENSDART00000172902","cryba1l1",0,0,0,0
"32656","ENSDART00000159209","tmem176l.4",0,0,0,0
"32657","ENSDART00000171835","dnajc24",0,0,0,0
"32658","ENSDART00000149730","stox2a",0,0,1,0
"32659","ENSDART00000169562","si:ch211-271g18.1",0,0,0,0
"32660","ENSDART00000168600","tln2a",0,0,0,0
"32661","ENSDART00000131358","zgc:162879",0,0,0,0
"32662","ENSDART00000011025","wipf2b",0,0,0,0
"32663","ENSDART00000139074","BX248512.2",0,0,0,0
"32664","ENSDART00000157991","igbp1",0,0,0,0
"32665","ENSDART00000153548","BX323987.1",0,0,0,0
"32666","ENSDART00000170340","kdm2bb",0,0,0,0
"32667","ENSDART00000172404","cers3b",0,0,0,0
"32668","ENSDART00000127493","ahsg1",0,0,0,0
"32669","ENSDART00000145791","prune2",0,0,0,0
"32670","ENSDART00000133972","plecb",0,0,0,0
"32671","ENSDART00000163713","U1",0,0,0,0
"32672","ENSDART00000048095","elac2",0,0,0,0
"32673","ENSDART00000172884","hist1h4l",0,0,0,0
"32674","ENSDART00000014970","btbd3a",0,0,0,0
"32675","ENSDART00000156692","arfgap3",0,0,0,0
"32676","ENSDART00000118859",NA,0,0,0,0
"32677","ENSDART00000166050","rangrf",0,0,0,0
"32678","ENSDART00000082952","rcc1l",0,0,0,0
"32679","ENSDART00000125218","ezrb",0,0,0,0
"32680","ENSDART00000158362","gne",0,0,0,0
"32681","ENSDART00000039265","naa40",0,0,0,0
"32682","ENSDART00000132300","CR392012.2",0,0,0,0
"32683","ENSDART00000121543","tceb1b",0,0,0,0
"32684","ENSDART00000134425","CR383662.2",0,0,0,0
"32685","ENSDART00000112521","phyhip",0,0,0,0
"32686","ENSDART00000144981","cnih1",0,0,0,0
"32687","ENSDART00000054843","zgc:56409",0,0,0,0
"32688","ENSDART00000133127","sdha",0,0,0,0
"32689","ENSDART00000140474","nrd1a",0,0,0,0
"32690","ENSDART00000171275","CU929054.1",0,0,0,0
"32691","ENSDART00000171638","BX324224.1",0,0,0,0
"32692","ENSDART00000106658","zdhhc15b",0,0,0,0
"32693","ENSDART00000155479","si:rp71-77l1.1",0,0,0,0
"32694","ENSDART00000166673","CABZ01066312.1",0,0,0,0
"32695","ENSDART00000152984","cep57l1",0,0,0,0
"32696","ENSDART00000161102","tbk1",0,0,0,0
"32697","ENSDART00000141668","micu2",0,0,0,0
"32698","ENSDART00000156051","dhx32b",0,-1,-1,0
"32699","ENSDART00000136451","zfr",0,0,0,0
"32700","ENSDART00000140441","ptk2ab",0,0,0,0
"32701","ENSDART00000150587","asb13a.1",0,0,0,0
"32702","ENSDART00000141641","seta",0,0,0,0
"32703","ENSDART00000105284","ncoa6",0,0,0,0
"32704","ENSDART00000116338","dre-mir-124-3",0,0,0,0
"32705","ENSDART00000126959","tnfaip2a",0,0,0,0
"32706","ENSDART00000018159","FOXK2 (1 of many)",0,0,1,0
"32707","ENSDART00000076850","cldni",0,0,0,0
"32708","ENSDART00000154326","si:ch211-261p9.4",0,0,0,0
"32709","ENSDART00000169527","snx25",0,0,0,0
"32710","ENSDART00000001424","pcgf1",0,0,0,0
"32711","ENSDART00000164368","CR812792.1",0,0,0,0
"32712","ENSDART00000108943","shroom2a",0,0,-1,0
"32713","ENSDART00000158436","lypla1",0,0,-1,0
"32714","ENSDART00000150719","phrf1",0,0,0,0
"32715","ENSDART00000164845","trmt1",0,0,0,0
"32716","ENSDART00000163856","noa1",0,0,0,0
"32717","ENSDART00000164141","dmd",0,-1,0,0
"32718","ENSDART00000057613","il13ra2",0,0,0,0
"32719","ENSDART00000163196","BX544876.2",0,0,0,0
"32720","ENSDART00000140142","zgc:110319",0,0,0,0
"32721","ENSDART00000133695","zgc:103438",0,0,0,0
"32722","ENSDART00000137438","myh7bb",0,0,0,0
"32723","ENSDART00000149954","mllt10",0,0,0,0
"32724","ENSDART00000050245","xpnpep3",0,0,0,0
"32725","ENSDART00000148617","slc9a6b",0,0,0,0
"32726","ENSDART00000145628","ablim1b",0,0,0,0
"32727","ENSDART00000164179","syce2",0,0,0,0
"32728","ENSDART00000142124","nol9",0,0,0,0
"32729","ENSDART00000001755","CABZ01077370.1",0,0,0,0
"32730","ENSDART00000028529","prf1.1",0,0,0,0
"32731","ENSDART00000156881","si:dkey-73p2.3",0,0,0,0
"32732","ENSDART00000147436","creb3l2",0,0,0,0
"32733","ENSDART00000131832","si:ch211-271e10.6",0,0,0,0
"32734","ENSDART00000157548","plce1",0,0,0,0
"32735","ENSDART00000148042","mboat1",0,0,0,0
"32736","ENSDART00000142525","CH25H",0,0,0,0
"32737","ENSDART00000087597","col6a2",0,0,0,0
"32738","ENSDART00000166229","phkg2",0,0,0,0
"32739","ENSDART00000152846","anxa11b",0,0,0,0
"32740","ENSDART00000134448","l3mbtl1b",0,0,0,0
"32741","ENSDART00000160478","clic1",0,0,0,0
"32742","ENSDART00000112220","ftr57",0,0,0,0
"32743","ENSDART00000167819","angptl1b",0,0,0,0
"32744","ENSDART00000150029","atp11a",0,0,0,0
"32745","ENSDART00000150893","sept12",0,0,0,0
"32746","ENSDART00000075265","si:dkey-16p6.4",0,0,0,0
"32747","ENSDART00000131418","zpr1",0,0,0,0
"32748","ENSDART00000024729","pabpc1a",0,0,0,0
"32749","ENSDART00000149984","irf2a",0,0,0,0
"32750","ENSDART00000153049","stmn4",0,0,0,0
"32751","ENSDART00000141780","si:ch211-106h4.5",0,0,0,0
"32752","ENSDART00000005696","tbcelb",0,0,0,0
"32753","ENSDART00000111622","FP236812.3",0,0,0,0
"32754","ENSDART00000016913","cbr4",0,0,0,0
"32755","ENSDART00000113498","lrrcc1",0,0,0,0
"32756","ENSDART00000155816","ppp2r2aa",0,0,0,0
"32757","ENSDART00000171258","si:ch211-212k18.9",0,0,0,0
"32758","ENSDART00000135376","si:dkey-200l5.4",0,0,0,0
"32759","ENSDART00000171324","mipol1",0,0,0,0
"32760","ENSDART00000168383","CR354430.4",0,0,0,0
"32761","ENSDART00000162558","tom1",0,0,0,0
"32762","ENSDART00000114957","zgc:193811",0,0,0,0
"32763","ENSDART00000155290","FP017169.1",0,0,0,0
"32764","ENSDART00000154922","BX465208.1",0,0,0,0
"32765","ENSDART00000159550","si:ch211-217i17.1",0,0,0,0
"32766","ENSDART00000063325","cldnf",0,0,0,0
"32767","ENSDART00000144748","ergic2",0,0,0,0
"32768","ENSDART00000165543","grk4",0,0,0,0
"32769","ENSDART00000158815","pdgfab",0,0,0,0
"32770","ENSDART00000133832","si:dkey-192g7.3",0,0,0,0
"32771","ENSDART00000146598","si:dkey-253d23.12",0,0,0,0
"32772","ENSDART00000144391","lrrc40",0,0,0,0
"32773","ENSDART00000146011","zeb2a",0,0,0,0
"32774","ENSDART00000166999","zgc:175088",0,0,0,0
"32775","ENSDART00000144771","phf5a",0,0,0,0
"32776","ENSDART00000122617","si:ch211-24o10.6",0,0,1,0
"32777","ENSDART00000152090","si:ch211-201o1.1",0,0,0,0
"32778","ENSDART00000159206","krit1",0,0,0,0
"32779","ENSDART00000075808","apbb3",0,0,1,1
"32780","ENSDART00000024691","cul1b",0,0,0,0
"32781","ENSDART00000119159","SNORA53",0,0,0,0
"32782","ENSDART00000049551","rarga",0,0,0,0
"32783","ENSDART00000011188","atp1a2a",0,0,0,0
"32784","ENSDART00000140932","CABZ01002345.1",0,0,0,0
"32785","ENSDART00000104732","arl6ip6",0,0,0,0
"32786","ENSDART00000140572","PAXBP1",0,0,0,0
"32787","ENSDART00000135026","si:ch211-136a13.1",0,0,0,0
"32788","ENSDART00000146766","rnf165a",0,0,0,0
"32789","ENSDART00000035693","ppp4r2a",0,0,0,0
"32790","ENSDART00000062745","riok3",0,0,0,0
"32791","ENSDART00000147572","hipk3a",0,0,0,0
"32792","ENSDART00000109679","quo",0,0,0,0
"32793","ENSDART00000019505","pleca",0,0,0,0
"32794","ENSDART00000158230","pycr3",0,0,0,0
"32795","ENSDART00000132362","sbf1",0,0,0,0
"32796","ENSDART00000162065","wnt5b",0,0,0,0
"32797","ENSDART00000124085","usp18",0,0,1,0
"32798","ENSDART00000150754","CR388052.2",0,0,0,0
"32799","ENSDART00000141069","bbs10",0,0,0,0
"32800","ENSDART00000127299",NA,0,0,0,0
"32801","ENSDART00000134493","srsf7a",0,0,0,0
"32802","ENSDART00000136430",NA,0,0,0,0
"32803","ENSDART00000097845","ggps1",0,0,0,0
"32804","ENSDART00000141618","ercc2",0,0,0,0
"32805","ENSDART00000145671","BX322665.2",0,0,0,0
"32806","ENSDART00000165509","pak4",0,0,0,0
"32807","ENSDART00000114983","fam19a4a",0,0,0,0
"32808","ENSDART00000150089","psen1",0,0,0,0
"32809","ENSDART00000064515","lrrc57",0,0,0,0
"32810","ENSDART00000157079","si:dkey-206p8.1",0,0,0,0
"32811","ENSDART00000142598","timd4",0,0,0,0
"32812","ENSDART00000154401","chst12a",0,0,0,0
"32813","ENSDART00000137296","CU694808.1",0,0,0,0
"32814","ENSDART00000137291","METTL18",0,0,-1,0
"32815","ENSDART00000137662","nprl2",0,0,0,0
"32816","ENSDART00000167798","rab11fip4b",0,0,0,0
"32817","ENSDART00000166684","esd",0,0,0,0
"32818","ENSDART00000144535","rabl3",0,0,0,0
"32819","ENSDART00000148717","zgc:174972",0,0,0,0
"32820","ENSDART00000138686","fam184a",0,0,0,0
"32821","ENSDART00000160041","sec24a",0,0,0,0
"32822","ENSDART00000171885","scp2b",0,0,0,0
"32823","ENSDART00000079011","ikzf5",0,0,0,0
"32824","ENSDART00000135933","vgll4a",0,0,0,0
"32825","ENSDART00000003022","med19b",0,0,0,0
"32826","ENSDART00000167790","pip5k1cb",0,0,0,0
"32827","ENSDART00000145890","mhc1zaa",0,0,0,0
"32828","ENSDART00000006479","hoxb9a",0,0,0,0
"32829","ENSDART00000050979","fam81b",0,0,0,0
"32830","ENSDART00000155438","cbfa2t2",0,0,0,0
"32831","ENSDART00000140369","slc25a5",0,0,0,0
"32832","ENSDART00000130680","pdzd11",0,0,0,0
"32833","ENSDART00000155629","ralgapa1",0,0,0,0
"32834","ENSDART00000165934","hibadha",0,0,0,0
"32835","ENSDART00000163499","zgc:153383",0,0,0,0
"32836","ENSDART00000162952","psma8",0,0,0,0
"32837","ENSDART00000170436","BX005398.1",0,0,0,0
"32838","ENSDART00000079591","dpm1",0,0,-1,0
"32839","ENSDART00000135323","nr2f6a",0,0,0,0
"32840","ENSDART00000110769","btr12",0,0,0,0
"32841","ENSDART00000138894","otc",0,0,0,0
"32842","ENSDART00000114318","bcl2l11",0,0,0,0
"32843","ENSDART00000084715","alkbh8",0,0,0,0
"32844","ENSDART00000151579","si:ch211-195m9.3",0,0,0,0
"32845","ENSDART00000166328","BX323882.1",0,0,0,0
"32846","ENSDART00000020568","mob1ba",0,0,0,0
"32847","ENSDART00000167670","pop4",0,0,0,0
"32848","ENSDART00000145375","cpt1aa",0,0,0,0
"32849","ENSDART00000083395","plod1a",0,0,0,0
"32850","ENSDART00000113696","thsd1",0,0,0,0
"32851","ENSDART00000156852","tfdp2",0,0,0,0
"32852","ENSDART00000129299","myef2",0,0,0,0
"32853","ENSDART00000155961","BX293567.1",0,0,0,0
"32854","ENSDART00000159787","ndufa4l",0,0,0,0
"32855","ENSDART00000017349","vegfab",0,0,0,0
"32856","ENSDART00000167151","BX248331.3",0,0,0,0
"32857","ENSDART00000149917","acanb",0,0,0,0
"32858","ENSDART00000149779","gemin2",0,0,0,0
"32859","ENSDART00000155363","sfi1",0,0,0,0
"32860","ENSDART00000087726","igf2bp1",0,0,1,0
"32861","ENSDART00000145268","NMNAT3",0,0,0,0
"32862","ENSDART00000151369","gpatch8",0,0,0,0
"32863","ENSDART00000154505","itpr2",0,0,0,0
"32864","ENSDART00000019861","mbtps1",0,0,0,0
"32865","ENSDART00000039829","zgc:112175",0,0,0,0
"32866","ENSDART00000156331","si:ch73-390p7.2",0,0,0,0
"32867","ENSDART00000116772",NA,0,0,0,0
"32868","ENSDART00000145155","gabrd",0,0,0,0
"32869","ENSDART00000098132","klhl24a",0,0,0,0
"32870","ENSDART00000146415","samd11",0,0,0,0
"32871","ENSDART00000155331","CR788235.1",0,0,0,0
"32872","ENSDART00000057238","olfm3b",0,0,0,0
"32873","ENSDART00000156835","zgc:174895",0,0,0,0
"32874","ENSDART00000109134","plekhm2",0,0,0,0
"32875","ENSDART00000144654","ophn1",0,0,0,0
"32876","ENSDART00000059460","ttn.2",0,0,0,0
"32877","ENSDART00000133199","cap1",0,0,0,0
"32878","ENSDART00000159304","luc7l",0,0,0,0
"32879","ENSDART00000115565","SNORD58",0,0,0,0
"32880","ENSDART00000156400","uba3",0,0,0,0
"32881","ENSDART00000125945","snip1",0,0,0,0
"32882","ENSDART00000161256","zbtb7c",0,0,0,0
"32883","ENSDART00000161483","hip1rb",0,0,0,0
"32884","ENSDART00000161491","CABZ01081821.1",0,0,0,0
"32885","ENSDART00000017138","exoc3l2a",0,0,0,0
"32886","ENSDART00000173151","tegt",0,0,0,0
"32887","ENSDART00000129868","Metazoa_SRP",0,0,0,0
"32888","ENSDART00000133873","tra2a",0,0,0,0
"32889","ENSDART00000166631","si:ch211-235e9.8",0,0,0,0
"32890","ENSDART00000147504","bzw2",0,-1,-1,0
"32891","ENSDART00000153009","hsf2",0,0,0,0
"32892","ENSDART00000161455","csf3a",0,0,0,0
"32893","ENSDART00000151536","gmnn",0,0,0,0
"32894","ENSDART00000058955","arl6ip1",0,0,-1,0
"32895","ENSDART00000170040","BX914205.2",0,0,0,0
"32896","ENSDART00000091752","fnbp1a",0,0,0,0
"32897","ENSDART00000130242","cyp2j20",0,0,0,0
"32898","ENSDART00000115085","lrig1",0,0,0,0
"32899","ENSDART00000160167","tardbp",0,0,0,0
"32900","ENSDART00000015873","sf3b2",0,0,0,0
"32901","ENSDART00000145398","zgc:113149",0,0,0,0
"32902","ENSDART00000164779",NA,0,0,0,0
"32903","ENSDART00000135091","mettl24",0,0,0,0
